string,int,int,int,,,string,,,,,string,string,string,float,float,float,,,int,float,float,float,float,int,int,int,int,int,int,int,int[3],int[3],int,int,,int,float,int,int;int,rate;rate,,,,rate,,,,,int,int,int,int,int,int,int,rate,int,rate,int,,int,,,,,,,,,,,,,,,bool,,
怒啸飞廉,321,801,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,9,2070,169,68,48,79,132,"0,0,0","56,56,56,",76,0,0,2,0.4,9,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,11016,,7201,18,3,5085,1,1,,,,,monster,3,,,,,60,,1,pic_mon500c,,7,,,0,0,Bone01,linghun
反隋农夫,322,600,1,0,,,,"-2385,6245,160;",铁峰岭,怪物,,,NpcNormal,160,0,525,100,0,0,0,40,40,0.75,11,1365,195,45,35,49,80,"0,0,0","40,40,40,",95,0,0,2,0.4,11,2002;2022;2042;2062;2202;2222;2242;2262;2402;2422;2442;2462;2602;2622;2642;2662;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,11124,,,18,,5105,5,1,,,,,monster,3,,,,,20,,0,pic_mon058,,0,,,0,0,Bip01 Spine,linghun
反隋暴徒,323,325,1,0,,,,"-2120,7025,45;",铁峰岭,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,12,1500,208,48,38,53,86,"0,0,0","42,42,42,",105,0,0,2,0.4,12,82;102;122;142;2;22;42;62;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1009,0.02,11124,,,18,,5106,5,1,,,,,monster,3,,,,,20,,0,pic_mon058,,37,,,0,0,Bone100,linghun
暴虐山蜘蛛,324,604,1,0,,,,"905,7210,61;",铁峰岭,怪物,,,NpcNormal,160,0,525,100,0,0,0,40,40,0.75,12,1500,208,48,38,53,86,"0,0,0","42,42,42,",105,0,0,2,0.4,12,82;102;122;142;2;22;42;62;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1010,0.02,11129;10010,,7202,18,3,5111;5225,5;10,1;1,,,,,monster,3,,,,,20,,0,pic_mon011,,0,,,0,0,Bone01,linghun
灵网山蜘蛛,325,605,1,0,,,,"1470,6650,252;",铁峰岭,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,13,1635,221,50,41,56,92,"0,0,0","44,44,44,",116,0,0,2,0.4,13,2002;2022;2042;2062;2202;2222;2242;2262;2402;2422;2442;2462;2602;2622;2642;2662;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1010,0.02,11129;10010,,7202,18,3,5110;5225,5;10,1;1,,,,,monster,3,,,,,20,,0,pic_mon011,,39,,,0,0,Bone01,linghun
大刀王五,326,702,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,12,2775,208,77,56,92,154,"0,0,0","62,62,62,",105,0,0,2,0.4,12,2003;2023;2043;2063;2203;2223;2243;2263;2223;2423;2443;2463;2603;2623;2643;2663;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.01;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.4,0.02,0,,,11126,,,18,,5107,1,1,,,,,monster,3,,,,,60,,1,pic_mon057,,37,,,0,0,Bone100,linghun
灵网蛛王,327,703,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,13,2970,221,81,59,96,162,"0,0,0","64,64,64,",116,0,0,2,0.4,13,2003;2023;2043;2063;2203;2223;2243;2263;2223;2423;2443;2463;2603;2623;2643;2663;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.01;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.4,0.02,0,,,,,7202,18,3,,,,,,,,monster,3,,,,,60,,1,pic_mon011,,39,,,0,0,Bone01,linghun
玄蜂,328,607,1,0,,,,"-1050,14740,62;",花雨陵,怪物,,,NpcNormal,160,0,525,100,0,0,0,40,40,0.75,13,1635,221,50,41,56,92,"0,0,0","44,44,44,",116,0,0,2,0.4,13,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1006,0.03,11932;11938;10086,,7202,18,3,5138;5142;5314,5;5;6,0.5;0.5;0.5,,,,,monster,3,,,,,20,,0,pic_mon035,,329,,,0,0,Bone02,linghun
翠竹精,329,602,1,0,,,,"-2970,14840,168;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,14,1770,235,53,43,60,98,"0,0,0","46,46,46,",127,0,0,2,0.4,14,82;102;122;142;2;22;42;62;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,,,,18,,,,,,,,,monster,3,,,,,20,,0,pic_mon002,,,,,0,0,Bip01 Footsteps,linghun
蚀骨鱼,330,608,1,0,,,,"-1070,13125,188;",花雨陵,怪物,,,NpcNormal,160,0,525,100,0,0,0,40,40,0.75,15,2070,249,56,46,63,104,"0,0,0","48,48,48,",139,0,0,2,0.4,15,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,11900;11901;11924;11937,,7202,18,3,5115;5116;5135;5141,10;5;1;5,1;0.5;0.1;0.5,,,,,monster,3,,,,,20,,0,pic_mon037,,329,,,0,0,Bone01,linghun
刀客山贼,331,610,1,0,,,,"-6420,11960,75;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,14,1770,235,53,43,60,98,"0,0,0","46,46,46,",127,0,0,2,0.4,14,82;102;122;142;2;22;42;62;6042;6043;7503;7603;7803;7703;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,11984;15012;15262;15512;15762,,,18,,5172;5361;5361;5361;5361,1;3;3;3;3,0.2;1;1;1;1,,,,,monster,3,,,,,20,,0,pic_mon057,,332,,,0,0,Bip01 Footsteps,linghun
长弓山贼,332,612,1,0,,,,"-6280,10340,189;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,6118,100,180,40,0.65,15,1620,561,56,64,79,69,"0,0,0","48,48,48,",139,0,0,2,0.4,15,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,11984,,,18,,5173,1,0.2,,,,,monster,3,,,,,20,,0,pic_mon058,,331,,,0,0,Bip01 Footsteps,linghun
刀客山贼头领,333,610,1,0,,,,"-7385,11485,126;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,16,2235,264,59,49,67,111,"0,0,0","50,50,50,",151,0,0,2,0.4,16,82;102;122;142;2;22;42;62;83;103;123;143;3;23;43;63;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,,,,18,,,,,,,,,monster,3,,,,,20,,0,pic_mon057,,334,,,0,0,Bip01 Footsteps,linghun
长弓山贼头领,334,612,1,0,,,,"-4675,11315,223;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,6118,100,180,40,0.65,17,1890,627,62,72,89,78,"0,0,0","52,52,52,",164,0,0,2,0.4,17,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,,,,,,18,,,,,,,,,monster,3,,,,,20,,0,pic_mon058,,333,,,0,0,Bip01 Footsteps,linghun
月云兔长棍手,335,339,1,0,,,,"-5575,17265,54;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,17,2415,278,62,52,71,118,"0,0,0","52,52,52,",164,0,0,2,0.4,17,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002;15011,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1011,0.02,11968;11984,,7202,18,3,5163;5171,10;1,0.5;0.2,,,,,monster,3,,,,,20,,0,pic_mon039,,336,,,0,0,Bip01 Footsteps,linghun
月云兔巫师,336,340,1,0,,,,"-4830,16710,246;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,6119,100,180,40,0.5,18,1860,918,65,0,75,83,"0,87,0","243,243,243,",177,0,0,2,0.4,18,82;102;122;142;2;22;42;62;83;103;123;143;3;23;43;63;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002;15012,0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1012,0.02,11980;11984;11090;15013;15263;15513;15763,,7202,18,3,5169;5170;5183;5362;5362;5362;5362,10;1;10;3;3;3;3,0.5;0.2;0.5;1;1;1;1,,,,,monster,3,,,,,20,,0,pic_mon040,,335,,,0,0,Bip01,linghun
月云兔长棍手,337,339,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,40,0.75,19,2775,309,68,58,79,132,"0,0,0","56,56,56,",191,0,0,2,0.4,19,2002;2022;2042;2062;2202;2222;2242;2262;2222;2422;2442;2462;2602;2622;2642;2662;2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;6042;6043;7504;7604;7804;7704;8101;8104;7401;10002;10022;10042;10062;10082;10102;10122;10142;10202;10222;10242;10262;10402;10422;10442;10462;10602;10622;10642;10662;10802;10822;10842;10862;11206;11207;11208;11209;11210;11002;15011,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.02;0.02;0.05;0.05;0.1;0.05;0.005;0.01;0.01;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004;0.0015;0.0015;0.0015;0.0015;0.0015;0.007,0,2,1,0.4,0.02,0,1011,0.02,11968;11984,,7202,18,3,5163;5171,10;1,0.5;0.2,,,,,monster,3,,,,,20,,0,pic_mon039,,338,,,0,0,Bip01 Footsteps,linghun
月云兔巫师,338,340,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,6119,100,180,50,0.5,20,2295,1015,71,0,83,92,"0,98,0","261,261,261,",205,0,0,4,0.4,20,83;103;123;143;3;23;43;63;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003;15012,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.005;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,1012,0.02,11980;11984;11090;15013;15263;15513;15763,,7202,18,3,5169;5170;5183;5362;5362;5362;5362,10;1;10;3;3;3;3,0.5;0.2;0.5;1;1;1;1,,,,,monster,3,,,,,20,,0,pic_mon040,,337,,,0,0,Bip01,linghun
幼年狼妖,339,341,1,0,,,,"-9305,15400,16;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,0,0,40,50,0.75,20,3195,324,71,61,83,139,"0,0,0","58,58,58,",205,0,0,4,0.4,20,83;103;123;143;3;23;43;63;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.005;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,,,12318,,7203,18,3,5422,10,0.5,,,,,monster,3,,,,,20,,0,pic_mon041,,340,,,0,0,Bone100,linghun
狼妖猎手,340,342,1,0,,,,"-8535,14410,240;",花雨陵,怪物,,,NpcNormal,160,150,525,100,0,6118,100,180,50,0.65,21,2670,766,74,90,109,97,"0,0,0","60,60,60,",220,0,0,4,0.4,21,83;103;123;143;3;23;43;63;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003,0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.005;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,,,11976;11984;15014;15264;15514;15764;12330,,7203,18,3,5168;5174;5363;5363;5363;5363;5432,10;1;3;3;3;3;1,0.5;0.2;1;1;1;1;0.15,,,,,monster,3,,,,,20,,0,pic_mon042,,339,,,0,0,Bone100,linghun
幼年狼妖,341,341,1,0,,,,,,,,,NpcNormal,160,150,525,100,0,0,0,40,50,0.75,22,3630,357,77,68,92,154,"0,0,0","62,62,62,",235,0,0,4,0.4,22,2003;2023;2043;2063;2203;2223;2243;2263;2403;2423;2443;2463;2603;2623;2643;2663;6044;6045;7505;7605;7805;7705;8101;8104;7401;10003;10023;10043;10063;10083;10103;10123;10143;10203;10223;10243;10263;10403;10423;10443;10463;10603;10623;10643;10663;10803;10823;10843;10863;11211;11212;11213;11214;11215;11003,0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.02;0.02;0.02;0.02;0.05;0.02;0.005;0.01;0.005;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0006;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.0003;0.001;0.001;0.001;0.001;0.001;0.005,0,2,1,0.2,0.02,0,,,12318,,7203,18,3,5422,10,0.5,,,,,monster,3,,,,,20,,0,pic_mon041,,342,,,0,0,Bone100,linghun
