WORD,int,char[20],BYTE,BYTE,RtString,char[50],struct,char[20],char[20],BYTE,DWORD,BYTE,WORD,struct,BYTE,BYTE,struct,int,int,struct,struct,bool
3134,9,减速,5,0,移动速度-20%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20,2,1,,1,5000,,,1
3135,1521,天霜雪环,1,0,使靠近自己的敌人移动速度-5%,pic_skill_ssj_21,,skill_debuf3,root,1,11,,100,,2,1,,30,2000,AddEff 3340,,1
3136,1521,天霜雪环,2,0,使靠近自己的敌人移动速度-10%,pic_skill_ssj_21,,skill_debuf3,root,1,11,,100,,2,1,,30,2000,AddEff 3131,,1
3137,1521,天霜雪环,3,0,使靠近自己的敌人移动速度-15%,pic_skill_ssj_21,,skill_debuf3,root,1,11,,100,,2,1,,30,2000,AddEff 3132,,1
3138,1521,天霜雪环,4,0,使靠近自己的敌人移动速度-20%,pic_skill_ssj_21,,skill_debuf3,root,1,11,,100,,2,1,,30,2000,AddEff 3133,,1
3139,1521,天霜雪环,5,0,使靠近自己的敌人移动速度-25%,pic_skill_ssj_21,,skill_debuf3,root,1,11,,100,,2,1,,30,2000,AddEff 3134,,1
3140,1522,浩然天罡,1,0,增加物理防御+5%，5%伤害反弹,pic_skill_ssl_12,,skill_buf29,root,0,3,,,PhyArR+0.05;ReboundHurtR 5 1,1,1,,1,60000,,,1
3141,1522,浩然天罡,2,0,增加物理防御+10%，10%伤害反弹,pic_skill_ssl_12,,skill_buf29,root,0,3,,,PhyArR+0.10;ReboundHurtR 10 1,1,1,,1,60000,,,1
3142,1522,浩然天罡,3,0,增加物理防御+15%，15%伤害反弹,pic_skill_ssl_12,,skill_buf29,root,0,3,,,PhyArR+0.15;ReboundHurtR 15 1,1,1,,1,60000,,,1
3143,1522,浩然天罡,4,0,增加物理防御+20%，20%伤害反弹,pic_skill_ssl_12,,skill_buf29,root,0,3,,,PhyArR+0.20;ReboundHurtR 20 1,1,1,,1,60000,,,1
3144,1522,浩然天罡,5,0,增加物理防御+25%，25%伤害反弹,pic_skill_ssl_12,,skill_buf29,root,0,3,,,PhyArR+0.25;ReboundHurtR 25 1,1,1,,1,60000,,,1
3145,1523,祝融焚天,1,0,增加火系技能威力20%，20%火伤害无效，免疫灼烧,pic_skill_ssl_13,,skill_buf32,root,0,3,,,SeriesDamage 11 20;FireAb+0.20;,1,1,,1,20000,,,1
3146,1523,祝融焚天,2,0,增加火系技能威力20%，25%火伤害无效，免疫灼烧,pic_skill_ssl_13,,skill_buf32,root,0,3,,,SeriesDamage 11 20;FireAb+0.25;,1,1,,1,20000,,,1
3147,1523,祝融焚天,3,0,增加火系技能威力20%，30%火伤害无效，免疫灼烧,pic_skill_ssl_13,,skill_buf32,root,0,3,,,SeriesDamage 11 20;FireAb+0.30;,1,1,,1,20000,,,1
3148,1523,祝融焚天,4,0,增加火系技能威力20%，35%火伤害无效，免疫灼烧,pic_skill_ssl_13,,skill_buf32,root,0,3,,,SeriesDamage 11 20;FireAb+0.35;,1,1,,1,20000,,,1
3149,1523,祝融焚天,5,0,增加火系技能威力20%，40%火伤害无效，免疫灼烧,pic_skill_ssl_13,,skill_buf32,root,0,3,,,SeriesDamage 11 20;FireAb+0.40;,1,1,,1,20000,,,1
3150,16,迟缓,1,0,攻击速度-10%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedAttackR-0.10,2,1,,1,5000,,,1
3151,16,迟缓,2,0,攻击速度-12%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedAttackR-0.12,2,1,,1,5000,,,1
3152,16,迟缓,3,0,攻击速度-15%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedAttackR-0.15,2,1,,1,5000,,,1
3153,16,迟缓,4,0,攻击速度-17%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedAttackR-0.17,2,1,,1,5000,,,1
3154,16,迟缓,5,0,攻击速度-20%,pic_skill_dbf_03,,skill_debuf6,root,0,11,,,SpeedAttackR-0.20,2,1,,1,5000,,,1
3155,28,弱火,1,0,火防御-10%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.10,2,1,,1,10000,,,1
3156,28,弱火,2,0,火防御-15%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.15,2,1,,1,10000,,,1
3157,28,弱火,3,0,火防御-20%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.20,2,1,,1,10000,,,1
3158,28,弱火,4,0,火防御-25%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.25,2,1,,1,10000,,,1
3159,28,弱火,5,0,火防御-30%,pic_skill_dbf_18,,,,0,11,,,FireArR-0.30,2,1,,1,10000,,,1
3160,21,灼烧,1,0,灼烧生命-50/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+50,,1
3161,21,灼烧,2,0,灼烧生命-100/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+100,,1
3162,21,灼烧,3,0,灼烧生命-150/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+150,,1
3163,21,灼烧,4,0,灼烧生命-200/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+200,,1
3164,21,灼烧,5,0,灼烧生命-250/2秒,pic_skill_dbf_01,,skill_debuf8,Bone100,0,11,,,,2,1,,5,2000,DeBufFire+250,,1
3165,1527,真阳火环,1,0,使靠近自己的敌人灼烧生命-50/2秒,pic_skill_ssl_20,,,,1,11,,100,,2,1,,30,2000,AddEff 3345,,1
3166,1527,真阳火环,2,0,使靠近自己的敌人灼烧生命-100/2秒,pic_skill_ssl_20,,,,1,11,,100,,2,1,,30,2000,AddEff 3346,,1
3167,1527,真阳火环,3,0,使靠近自己的敌人灼烧生命-150/2秒,pic_skill_ssl_20,,,,1,11,,100,,2,1,,30,2000,AddEff 3347,,1
3168,1527,真阳火环,4,0,使靠近自己的敌人灼烧生命-200/2秒,pic_skill_ssl_20,,,,1,11,,100,,2,1,,30,2000,AddEff 3348,,1
3169,1527,真阳火环,5,0,使靠近自己的敌人灼烧生命-250/2秒,pic_skill_ssl_20,,,,1,11,,100,,2,1,,30,2000,AddEff 3349,,1
3170,1528,跗骨蚀魂,1,0,使靠近自己的敌人火防御-10%,pic_skill_ssl_22,,,,1,11,,100,,2,1,,30,2000,AddEff 3350,,1
3171,1528,跗骨蚀魂,2,0,使靠近自己的敌人火防御-15%,pic_skill_ssl_22,,,,1,11,,100,,2,1,,30,2000,AddEff 3351,,1
3172,1528,跗骨蚀魂,3,0,使靠近自己的敌人火防御-20%,pic_skill_ssl_22,,,,1,11,,100,,2,1,,30,2000,AddEff 3352,,1
3173,1528,跗骨蚀魂,4,0,使靠近自己的敌人火防御-25%,pic_skill_ssl_22,,,,1,11,,100,,2,1,,30,2000,AddEff 3353,,1
3174,1528,跗骨蚀魂,5,0,使靠近自己的敌人火防御-30%,pic_skill_ssl_22,,,,1,11,,100,,2,1,,30,2000,AddEff 3354,,1
3175,29,昏睡,1,0,昏睡3秒，被攻击时解除,pic_skill_dbf_21,,skill_debuf11,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,1,,1,3000,,,1
3176,29,昏睡,2,0,昏睡5秒，被攻击时解除,pic_skill_dbf_21,,skill_debuf11,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,1,,1,5000,,,1
3177,29,昏睡,3,0,昏睡7秒，被攻击时解除,pic_skill_dbf_21,,skill_debuf11,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,1,,1,7000,,,1
3178,29,昏睡,4,0,昏睡10秒，被攻击时解除,pic_skill_dbf_21,,skill_debuf11,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,1,,1,10000,,,1
3179,29,昏睡,5,0,昏睡15秒，被攻击时解除,pic_skill_dbf_21,,skill_debuf11,Bone99,0,11,,,StateMove 1;StateDodge 1;StateUseSkill 1;StateNAttack 1;,2,1,,1,15000,,,1
3180,1530,修罗浴火,1,0,自己无法闪避，攻击速度+15%，移动速度+15%，会心一击率+15%;命中+15%,pic_skill_hjh_13,,skill_buf23,root,0,3,,,DodgeR-1;SpeedAttackR+0.15;SpeedMoveR+0.15;CriticalR+0.15;AttackRateR+0.15,1,1,,1,30000,,,1
3181,1530,修罗浴火,2,0,自己无法闪避，攻击速度+30%，移动速度+30%，会心一击率+15%;命中+30%,pic_skill_hjh_13,,skill_buf23,root,0,3,,,DodgeR-1;SpeedAttackR+0.30;SpeedMoveR+0.30;CriticalR+0.15;AttackRateR+0.30,1,1,,1,30000,,,1
3182,1530,修罗浴火,3,0,自己无法闪避，攻击速度+45%，移动速度+45%，会心一击率+15%;命中+45%,pic_skill_hjh_13,,skill_buf23,root,0,3,,,DodgeR-1;SpeedAttackR+0.45;SpeedMoveR+0.45;CriticalR+0.15;AttackRateR+0.45,1,1,,1,30000,,,1
3183,1530,修罗浴火,4,0,自己无法闪避，攻击速度+60%，移动速度+60%，会心一击率+15%;命中+60%,pic_skill_hjh_13,,skill_buf23,root,0,3,,,DodgeR-1;SpeedAttackR+0.60;SpeedMoveR+0.60;CriticalR+0.15;AttackRateR+0.60,1,1,,1,30000,,,1
3184,1530,修罗浴火,5,0,自己无法闪避，攻击速度+75%，移动速度+75%，会心一击率+15%;命中+75%,pic_skill_hjh_13,,skill_buf23,root,0,3,,,DodgeR-1;SpeedAttackR+0.75;SpeedMoveR+0.75;CriticalR+0.15;AttackRateR+0.75,1,1,,1,30000,,,1
3185,1531,五毒归元,1,0,普通攻击30%概率附加中毒，生命-50/2秒，持续10秒,pic_skill_hjh_17,,,,0,3,,,OrdinaryAddEffect 30 101,1,1,,1,60000,,,1
3186,1531,五毒归元,2,0,普通攻击30%概率附加中毒，生命-100/2秒，持续10秒,pic_skill_hjh_17,,,,0,3,,,OrdinaryAddEffect 30 102,1,1,,1,60000,,,1
3187,1531,五毒归元,3,0,普通攻击30%概率附加中毒，生命-150/2秒，持续10秒,pic_skill_hjh_17,,,,0,3,,,OrdinaryAddEffect 30 103,1,1,,1,60000,,,1
3188,1531,五毒归元,4,0,普通攻击30%概率附加中毒，生命-200/2秒，持续10秒,pic_skill_hjh_17,,,,0,3,,,OrdinaryAddEffect 30 104,1,1,,1,60000,,,1
3189,1531,五毒归元,5,0,普通攻击30%概率附加中毒，生命-250/2秒，持续10秒,pic_skill_hjh_17,,,,0,3,,,OrdinaryAddEffect 30 105,1,1,,1,60000,,,1
3190,1532,烟云毒瘴,1,0,使靠近自己的敌人毒防御-30%，中毒抵抗率-10%,pic_skill_hjh_19,,,,1,11,,100,,1,1,,30,2000,AddEff 3195,,1
3191,1532,烟云毒瘴,2,0,使靠近自己的敌人毒防御-35%，中毒抵抗率-15%,pic_skill_hjh_19,,,,1,11,,100,,1,1,,30,2000,AddEff 3196,,1
3192,1532,烟云毒瘴,3,0,使靠近自己的敌人毒防御-40%，中毒抵抗率-20%,pic_skill_hjh_19,,,,1,11,,100,,1,1,,30,2000,AddEff 3197,,1
3193,1532,烟云毒瘴,4,0,使靠近自己的敌人毒防御-45%，中毒抵抗率-25%,pic_skill_hjh_19,,,,1,11,,100,,1,1,,30,2000,AddEff 3198,,1
3194,1532,烟云毒瘴,5,0,使靠近自己的敌人毒防御-50%，中毒抵抗率-30%,pic_skill_hjh_19,,,,1,11,,100,,1,1,,30,2000,AddEff 3199,,1
3195,33,弱毒,1,0,使靠近自己的敌人毒防御-30%，中毒抵抗率-10%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.30;ResistBleed-10,2,1,,1,3000,,,1
3196,33,弱毒,2,0,使靠近自己的敌人毒防御-35%，中毒抵抗率-15%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.35;ResistBleed-15,2,1,,1,3000,,,1
3197,33,弱毒,3,0,使靠近自己的敌人毒防御-40%，中毒抵抗率-20%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.40;ResistBleed-20,2,1,,1,3000,,,1
3198,33,弱毒,4,0,使靠近自己的敌人毒防御-45%，中毒抵抗率-25%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.45;ResistBleed-25,2,1,,1,3000,,,1
3199,33,弱毒,5,0,使靠近自己的敌人毒防御-50%，中毒抵抗率-30%,pic_skill_dbf_20,,skill_debuf14,Bone99,0,11,,,PoisonArR-0.50;ResistBleed-30,2,1,,1,3000,,,1
3200,1534,无我灭境,1,0,有害状态抵抗率+30%,pic_skill_hjh_22,,,,0,3,,,StateResist+30,1,1,,1,60000,,,1
3201,1534,无我灭境,2,0,有害状态抵抗率+40%,pic_skill_hjh_22,,,,0,3,,,StateResist+40,1,1,,1,60000,,,1
3202,1534,无我灭境,3,0,有害状态抵抗率+50%,pic_skill_hjh_22,,,,0,3,,,StateResist+50,1,1,,1,60000,,,1
3203,1534,无我灭境,4,0,有害状态抵抗率+60%,pic_skill_hjh_22,,,,0,3,,,StateResist+60,1,1,,1,60000,,,1
3204,1534,无我灭境,5,0,有害状态免疫,pic_skill_hjh_22,,,,0,3,,,Immuno+2,1,1,,1,60000,,,1
3205,1535,狱火焚神,1,0,攻击附加火伤害+100,pic_skill_wtf_11,,skill_buf31,root,0,3,,,FireDm+100,1,1,,1,60000,,,1
3206,1535,狱火焚神,2,0,攻击附加火伤害+200,pic_skill_wtf_11,,skill_buf31,root,0,3,,,FireDm+150,1,1,,1,60000,,,1
3207,1535,狱火焚神,3,0,攻击附加火伤害+300,pic_skill_wtf_11,,skill_buf31,root,0,3,,,FireDm+200,1,1,,1,60000,,,1
3208,1535,狱火焚神,4,0,攻击附加火伤害+400,pic_skill_wtf_11,,skill_buf31,root,0,3,,,FireDm+250,1,1,,1,60000,,,1
3209,1535,狱火焚神,5,0,攻击附加火伤害+500,pic_skill_wtf_11,,skill_buf31,root,0,3,,,FireDm+300,1,1,,1,60000,,,1
3210,1536,杀神乱世,1,0,物理攻击+20%，攻击速度+10%，会心一击率+20%，会心一击伤害+20%,pic_skill_wtf_13,,,,0,3,,,DamageMaxR+0.2;DamageMinR+0.2;SpeedAttackR+0.10;CriticalR+0.2;calDamageR+20,1,1,,1,90000,AddCutMaxHP-0.5,,1
3211,1536,杀神乱世,2,0,物理攻击+25%，攻击速度+15%，会心一击率+20%，会心一击伤害+20%,pic_skill_wtf_13,,,,0,3,,,DamageMaxR+0.25;DamageMinR+0.25;SpeedAttackR+0.15;CriticalR+0.2;calDamageR+20,1,1,,1,90000,AddCutMaxHP-0.5,,1
3212,1536,杀神乱世,3,0,物理攻击+30%，攻击速度+20%，会心一击率+20%，会心一击伤害+20%,pic_skill_wtf_13,,,,0,3,,,DamageMaxR+0.3;DamageMinR+0.3;SpeedAttackR+0.20;CriticalR+0.2;calDamageR+20,1,1,,1,90000,AddCutMaxHP-0.5,,1
3213,1536,杀神乱世,4,0,物理攻击+35%，攻击速度+25%，会心一击率+20%，会心一击伤害+20%,pic_skill_wtf_13,,,,0,3,,,DamageMaxR+0.35;DamageMinR+0.35;SpeedAttackR+0.25;CriticalR+0.2;calDamageR+20,1,1,,1,90000,AddCutMaxHP-0.5,,1
3214,1536,杀神乱世,5,0,物理攻击+40%，攻击速度+30%，会心一击率+20%，会心一击伤害+20%,pic_skill_wtf_13,,,,0,3,,,DamageMaxR+0.4;DamageMinR+0.4;SpeedAttackR+0.30;CriticalR+0.2;calDamageR+20,1,1,,1,90000,AddCutMaxHP-0.5,,1
3215,1537,八方宿黄泉,1,0,全能力增加30%,pic_skill_wtf_15,,skill_buf25,root,0,3,,,DamageMaxR+0.3;DamageMinR+0.3;PhyArR+0.3;SpeedAttackR+0.3;AttackRateR+0.30;DodgeR+0.30,1,1,,1,15000,,,1
3216,1537,八方宿黄泉,2,0,全能力增加35%,pic_skill_wtf_15,,skill_buf25,root,0,3,,,DamageMaxR+0.35;DamageMinR+0.35;PhyArR+0.35;SpeedAttackR+0.35;AttackRateR+0.35;DodgeR+0.35,1,1,,1,15000,,,1
3217,1537,八方宿黄泉,3,0,全能力增加40%,pic_skill_wtf_15,,skill_buf25,root,0,3,,,DamageMaxR+0.4;DamageMinR+0.4;PhyArR+0.4;SpeedAttackR+0.4;AttackRateR+0.4;DodgeR+0.4,1,1,,1,15000,,,1
3218,1537,八方宿黄泉,4,0,全能力增加45%,pic_skill_wtf_15,,skill_buf25,root,0,3,,,DamageMaxR+0.45;DamageMinR+0.45;PhyArR+0.45;SpeedAttackR+0.45;AttackRateR+0.45;DodgeR+0.45,1,1,,1,15000,,,1
3219,1537,八方宿黄泉,5,0,全能力增加50%,pic_skill_wtf_15,,skill_buf25,root,0,3,,,DamageMaxR+0.5;DamageMinR+0.5;PhyArR+0.5;SpeedAttackR+0.5;AttackRateR+0.5;DodgeR+0.5,1,1,,1,15000,,,1
3220,30,破防,1,0,物理防御-10%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.1,2,1,,1,10000,,,1
3221,30,破防,2,0,物理防御-20%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.2,2,1,,1,10000,,,1
3222,30,破防,3,0,物理防御-30%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.3,2,1,,1,10000,,,1
3223,30,破防,4,0,物理防御-40%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.4,2,1,,1,10000,,,1
3224,30,破防,5,0,物理防御-50%,pic_skill_dbf_17,,skill_debuf17,Bone99,0,11,,,PhyArR-0.5,2,1,,1,10000,,,1
3225,1539,明王爆炎,1,0,普通攻击时目标周围敌人将受到20%伤害,pic_skill_wtf_19,,,,0,3,,,MonomersCgroup+20,1,1,,1,60000,,,1
3226,1539,明王爆炎,2,0,普通攻击时目标周围敌人将受到40%伤害,pic_skill_wtf_19,,,,0,3,,,MonomersCgroup+40,1,1,,1,60000,,,1
3227,1539,明王爆炎,3,0,普通攻击时目标周围敌人将受到60%伤害,pic_skill_wtf_19,,,,0,3,,,MonomersCgroup+60,1,1,,1,60000,,,1
3228,1539,明王爆炎,4,0,普通攻击时目标周围敌人将受到80%伤害,pic_skill_wtf_19,,,,0,3,,,MonomersCgroup+80,1,1,,1,60000,,,1
3229,1539,明王爆炎,5,0,普通攻击时目标周围敌人将受到100%伤害,pic_skill_wtf_19,,,,0,3,,,MonomersCgroup+100,1,1,,1,60000,,,1
3230,1540,血神经,1,0,对敌人伤害的1%将转化为自己的生命,pic_skill_wtf_20,,,,0,3,,,AbsorbHP+1,1,1,,1,30000,,,1
3231,1540,血神经,2,0,对敌人伤害的2%将转化为自己的生命,pic_skill_wtf_20,,,,0,3,,,AbsorbHP+2,1,1,,1,30000,,,1
3232,1540,血神经,3,0,对敌人伤害的3%将转化为自己的生命,pic_skill_wtf_20,,,,0,3,,,AbsorbHP+3,1,1,,1,30000,,,1
3233,1540,血神经,4,0,对敌人伤害的4%将转化为自己的生命,pic_skill_wtf_20,,,,0,3,,,AbsorbHP+4,1,1,,1,30000,,,1
3234,1540,血神经,5,0,对敌人伤害的5%将转化为自己的生命,pic_skill_wtf_20,,,,0,3,,,AbsorbHP+5,1,1,,1,30000,,,1
3235,32,戮魂,1,0,生命上限-5%，受到技能伤害1.1倍,pic_skill_dbf_24,,,,0,11,,,MaxHPR-0.05;ReceiveDamageSkillR+1.1,2,1,,1,10000,,,1
3236,32,戮魂,2,0,生命上限-7%，受到技能伤害1.2倍,pic_skill_dbf_24,,,,0,11,,,MaxHPR-0.07;ReceiveDamageSkillR+1.2,2,1,,1,10000,,,1
3237,32,戮魂,3,0,生命上限-10%，受到技能伤害1.3倍,pic_skill_dbf_24,,,,0,11,,,MaxHPR-0.10;ReceiveDamageSkillR+1.3,2,1,,1,10000,,,1
3238,32,戮魂,4,0,生命上限-12%，受到技能伤害1.4倍,pic_skill_dbf_24,,,,0,11,,,MaxHPR-0.12;ReceiveDamageSkillR+1.4,2,1,,1,10000,,,1
3239,32,戮魂,5,0,生命上限-15%，受到技能伤害1.5倍,pic_skill_dbf_24,,,,0,11,,,MaxHPR-0.15;ReceiveDamageSkillR+1.5,2,1,,1,10000,,,1
3240,1542,太初玄黄倒,1,0,生命上限+5%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.05,1,1,,1,600000,,,1
3241,1542,太初玄黄倒,2,0,生命上限+6%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.06,1,1,,1,600000,,,1
3242,1542,太初玄黄倒,3,0,生命上限+7%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.07,1,1,,1,600000,,,1
3243,1542,太初玄黄倒,4,0,生命上限+8%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.08,1,1,,1,600000,,,1
3244,1542,太初玄黄倒,5,0,生命上限+9%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.09,1,1,,1,600000,,,1
3245,1542,太初玄黄倒,6,0,生命上限+10%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.10,1,1,,1,600000,,,1
3246,1542,太初玄黄倒,7,0,生命上限+11%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.11,1,1,,1,600000,,,1
3247,1542,太初玄黄倒,8,0,生命上限+12%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.12,1,1,,1,600000,,,1
3248,1542,太初玄黄倒,9,0,生命上限+13%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.13,1,1,,1,600000,,,1
3249,1542,太初玄黄倒,10,0,生命上限+15%,pic_skill_wtc_12,,,,0,16,,,MaxHPR+0.15,1,1,,1,600000,,,1
3250,1543,巨灵神,1,0,增加物理攻击100，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+100;Hate+2000,1,1,,1,60000,,,1
3251,1543,巨灵神,2,0,增加物理攻击150，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+150;Hate+3000,1,1,,1,60000,,,1
3252,1543,巨灵神,3,0,增加物理攻击200，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+200;Hate+4000,1,1,,1,60000,,,1
3253,1543,巨灵神,4,0,增加物理攻击250，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+250;Hate+5000,1,1,,1,60000,,,1
3254,1543,巨灵神,5,0,增加物理攻击300，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+300;Hate+6000,1,1,,1,60000,,,1
3255,1543,巨灵神,6,0,增加物理攻击350，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+350;Hate+7000,1,1,,1,60000,,,1
3256,1543,巨灵神,7,0,增加物理攻击400，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+400;Hate+8000,1,1,,1,60000,,,1
3257,1543,巨灵神,8,0,增加物理攻击450，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+450;Hate+9000,1,1,,1,60000,,,1
3258,1543,巨灵神,9,0,增加物理攻击500，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+500;Hate+10000,1,1,,1,60000,,,1
3259,1543,巨灵神,10,0,增加物理攻击600，免疫有害状态,pic_skill_wtc_14,,,,0,3,,,UltimateChange+600;Hate+11000,1,1,,1,60000,,,1
3260,1544,东皇绝壁,1,0,伤害5%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.05;WaterAb+0.05;PoisonAb+0.05;PhyAb+0.05,1,1,,1,10000,,,1
3261,1544,东皇绝壁,2,0,伤害10%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.1;WaterAb+0.1;PoisonAb+0.1;PhyAb+0.1,1,1,,1,10000,,,1
3262,1544,东皇绝壁,3,0,伤害15%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.15;WaterAb+0.15;PoisonAb+0.15;PhyAb+0.15,1,1,,1,10000,,,1
3263,1544,东皇绝壁,4,0,伤害20%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.2;WaterAb+0.2;PoisonAb+0.2;PhyAb+0.2,1,1,,1,10000,,,1
3264,1544,东皇绝壁,5,0,伤害25%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.25;WaterAb+0.25;PoisonAb+0.25;PhyAb+0.25,1,1,,1,10000,,,1
3265,1544,东皇绝壁,6,0,伤害30%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.3;WaterAb+0.3;PoisonAb+0.3;PhyAb+0.3,1,1,,1,10000,,,1
3266,1544,东皇绝壁,7,0,伤害35%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.35;WaterAb+0.35;PoisonAb+0.35;PhyAb+0.35,1,1,,1,10000,,,1
3267,1544,东皇绝壁,8,0,伤害40%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.4;WaterAb+0.4;PoisonAb+0.4;PhyAb+0.4,1,1,,1,10000,,,1
3268,1544,东皇绝壁,9,0,伤害45%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.45;WaterAb+0.45;PoisonAb+0.45;PhyAb+0.45,1,1,,1,10000,,,1
3269,1544,东皇绝壁,10,0,伤害50%无效化,pic_skill_wtc_15,,skill_buf22,root,0,3,,,FireAb+0.5;WaterAb+0.5;PoisonAb+0.5;PhyAb+0.5,1,1,,1,10000,,,1
3270,1545,崩龙逆鳞,1,0,伤害5%反弹给对方,pic_skill_wtc_19,,,,0,3,,,ReboundHurtR 5 1,1,1,,1,60000,,,1
3271,1545,崩龙逆鳞,2,0,伤害10%反弹给对方,pic_skill_wtc_19,,,,0,3,,,ReboundHurtR 10 1,1,1,,1,60000,,,1
3272,1545,崩龙逆鳞,3,0,伤害15%反弹给对方,pic_skill_wtc_19,,,,0,3,,,ReboundHurtR 15 1,1,1,,1,60000,,,1
3273,1545,崩龙逆鳞,4,0,伤害20%反弹给对方,pic_skill_wtc_19,,,,0,3,,,ReboundHurtR 20 1,1,1,,1,60000,,,1
3274,1545,崩龙逆鳞,5,0,伤害25%反弹给对方,pic_skill_wtc_19,,,,0,3,,,ReboundHurtR 25 1,1,1,,1,60000,,,1
3275,9,减速,1,0,移动速度-5%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,1,,1,5000,,,1
3276,9,减速,2,0,移动速度-10%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,1,,1,5000,,,1
3277,9,减速,3,0,移动速度-15%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,1,,1,5000,,,1
3278,9,减速,4,0,移动速度-20%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,1,,1,5000,,,1
3279,9,减速,5,0,移动速度-25%,pic_skill_dbf_04,,skill_debuf3,root,0,11,,,SpeedMoveR-0.20;SpeedAttackR-0.20,2,1,,1,5000,,,1
3280,1547,气吞寰宇,1,0,伤害1%转化为生命,pic_skill_wtc_21,,,,0,3,,,AbsorptionHpR+1,1,1,,1,60000,,,1
3281,1547,气吞寰宇,2,0,伤害2%转化为生命,pic_skill_wtc_21,,,,0,3,,,AbsorptionHpR+2,1,1,,1,60000,,,1
