,,,,基本属性,,,,,,,,,条件,,,,,,施放,,,,,,,,,,,,,,,,,飞行,,,,攻击,,,,,,,,,受击,,,,,,,,,,,,,,,,,,,      ,,,,
2712,飞琼戏五音,75,4,0,8,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害，物伤加成=-0.5，20%概率附加昏睡10秒，8次伤害,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">飞琼本是天上仙，落入风华尘世间，舞袖轻风琼楼宇，弄戏五音天外玄。</FONT></P>",pic_skill_hjl_15,178,WeaponEquiped=1;WeaponType&8,Level>=95;Metier=2;NeedSP 4 54;,1,,,11,0,120,8,3000,15000,skill_s9,,shit,,,,,,,,,0,,,,11,1,4,160,1,1,0,,0,skill_hit11,root,,,DamageMaxR-0.5;DamageMinR-0.5;AttackRate+88,,,,20,,,AddEff 3178,,,,,,,80;81,,,,,
2713,飞琼戏五音,75,4,0,9,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害，物伤加成=-0.5，20%概率附加昏睡11秒，8次伤害,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">飞琼本是天上仙，落入风华尘世间，舞袖轻风琼楼宇，弄戏五音天外玄。</FONT></P>",pic_skill_hjl_15,186,WeaponEquiped=1;WeaponType&8,Level>=100;Metier=2;NeedSP 4 54;,1,,,11,0,120,8,3000,15000,skill_s9,,shit,,,,,,,,,0,,,,11,1,4,160,1,1,0,,0,skill_hit11,root,,,DamageMaxR-0.5;DamageMinR-0.5;AttackRate+98,,,,20,,,AddEff 3179,,,,,,,80;81,,,,,
2714,飞琼戏五音,75,4,0,10,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害，物伤加成=-0.4，20%概率附加昏睡12秒，8次伤害,"<P><FONT color=""#88aadd"">作用目标：以目标为中心的敌方群体</FONT></P><P><FONT color=""#88aadd"">飞琼本是天上仙，落入风华尘世间，舞袖轻风琼楼宇，弄戏五音天外玄。</FONT></P>",pic_skill_hjl_15,195,WeaponEquiped=1;WeaponType&8,Level>=105;Metier=2;NeedSP 4 54;,1,,,11,0,120,8,3000,15000,skill_s9,,shit,,,,,,,,,0,,,,11,1,4,160,1,1,0,,0,skill_hit11,root,,,DamageMaxR-0.4;DamageMinR-0.4;AttackRate+108,,,,20,,,AddEff 3179,,,,,,,80;81,,,,,
2715,回梦极乐天,76,4,0,1,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加469，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,118,WeaponEquiped=1;WeaponType&8,Level>=60;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+610;DamageMin+328;AttackRate-0.8,,,,20,,,AddEff 46,,,,,,,77,,,,,
2716,回梦极乐天,76,4,0,2,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加522，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,126,WeaponEquiped=1;WeaponType&8,Level>=65;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+678;DamageMin+365;AttackRate-0.8,,,,20,,,AddEff 46,,,,,,,77,,,,,
2717,回梦极乐天,76,4,0,3,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加576，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,135,WeaponEquiped=1;WeaponType&8,Level>=70;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+749;DamageMin+403;AttackRate-0.8,,,,20,,,AddEff 47,,,,,,,77,,,,,
2718,回梦极乐天,76,4,0,4,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加634，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,144,WeaponEquiped=1;WeaponType&8,Level>=75;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+824;DamageMin+444;AttackRate-0.8,,,,20,,,AddEff 47,,,,,,,77,,,,,
2719,回梦极乐天,76,4,0,5,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加765，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,152,WeaponEquiped=1;WeaponType&8,Level>=80;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+994;DamageMin+535;AttackRate-0.8,,,,20,,,AddEff 48,,,,,,,77,,,,,
2720,回梦极乐天,76,4,0,6,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加838，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,161,WeaponEquiped=1;WeaponType&8,Level>=85;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+1090;DamageMin+586;AttackRate-0.8,,,,20,,,AddEff 48,,,,,,,77,,,,,
2721,回梦极乐天,76,4,0,7,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加917，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,169,WeaponEquiped=1;WeaponType&8,Level>=90;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+1192;DamageMin+641;AttackRate-0.8,,,,20,,,AddEff 49,,,,,,,77,,,,,
2722,回梦极乐天,76,4,0,8,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加998，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,178,WeaponEquiped=1;WeaponType&8,Level>=95;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+1298;DamageMin+698;AttackRate-0.8,,,,20,,,AddEff 49,,,,,,,77,,,,,
2723,回梦极乐天,76,4,0,9,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加1080，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,186,WeaponEquiped=1;WeaponType&8,Level>=100;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+1404;DamageMin+756;AttackRate-0.8,,,,20,,,AddEff 50,,,,,,,77,,,,,
2724,回梦极乐天,76,4,0,10,10,0,Metier=2;MetierLev>=1;Level>=1,,群体物理伤害增加1161，20%概率附加致盲，命中-30%，持续30秒,"<P><FONT color=""#88aadd"">作用目标：以自己为中心的敌方全体</FONT></P><P><FONT color=""#88aadd"">舞姿华美颠倒众生，直叫人乐不思蜀流连忘返，恍若梦中极乐天地。</FONT></P>",pic_skill_hjl_16,195,WeaponEquiped=1;WeaponType&8,Level>=105;Metier=2;NeedSP 4 54;Need 2725;,1,,,10,0,120,1,2000,20000,skill_s10,,shit,,,,,,,,,0,,,,11,1,,160,1,1,0,,0,skill_hit10,root,,,DamageMax+1509;DamageMin+813;AttackRate-0.8,,,,20,,,AddEff 50,,,,,,,77,,,,,
2725,乱花渐欲,77,4,100,1,5,0,Metier=2;MetierLev>=1;Level>=1,,强化迷梦花障、回梦极乐天，使之致盲概率+5%,"<P><FONT color=""#88aadd"">作用目标：迷梦花瘴、回梦极乐天</FONT></P><P><FONT color=""#88aadd"">乱花渐欲迷人眼，缭绕百花惑苍生，迷梦情断堪何处，恰是极乐九重天。</FONT></P>",pic_skill_hjl_17,,,Level>=40;Metier=2;NeedSP 4 34;Need 2625;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
2726,乱花渐欲,77,4,100,2,5,0,Metier=2;MetierLev>=1;Level>=1,,强化迷梦花障、回梦极乐天，使之致盲概率+10%,"<P><FONT color=""#88aadd"">作用目标：迷梦花瘴、回梦极乐天</FONT></P><P><FONT color=""#88aadd"">乱花渐欲迷人眼，缭绕百花惑苍生，迷梦情断堪何处，恰是极乐九重天。</FONT></P>",pic_skill_hjl_17,,,Level>=45;Metier=2;NeedSP 4 34;Need 2625;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
2727,乱花渐欲,77,4,100,3,5,0,Metier=2;MetierLev>=1;Level>=1,,强化迷梦花障、回梦极乐天，使之致盲概率+15%,"<P><FONT color=""#88aadd"">作用目标：迷梦花瘴、回梦极乐天</FONT></P><P><FONT color=""#88aadd"">乱花渐欲迷人眼，缭绕百花惑苍生，迷梦情断堪何处，恰是极乐九重天。</FONT></P>",pic_skill_hjl_17,,,Level>=50;Metier=2;NeedSP 4 34;Need 2625;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
2728,乱花渐欲,77,4,100,4,5,0,Metier=2;MetierLev>=1;Level>=1,,强化迷梦花障、回梦极乐天，使之致盲概率+20%,"<P><FONT color=""#88aadd"">作用目标：迷梦花瘴、回梦极乐天</FONT></P><P><FONT color=""#88aadd"">乱花渐欲迷人眼，缭绕百花惑苍生，迷梦情断堪何处，恰是极乐九重天。</FONT></P>",pic_skill_hjl_17,,,Level>=55;Metier=2;NeedSP 4 34;Need 2625;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
2729,乱花渐欲,77,4,100,5,5,0,Metier=2;MetierLev>=1;Level>=1,,强化迷梦花障、回梦极乐天，使之致盲概率+25%,"<P><FONT color=""#88aadd"">作用目标：迷梦花瘴、回梦极乐天</FONT></P><P><FONT color=""#88aadd"">乱花渐欲迷人眼，缭绕百花惑苍生，迷梦情断堪何处，恰是极乐九重天。</FONT></P>",pic_skill_hjl_17,,,Level>=60;Metier=2;NeedSP 4 34;Need 2625;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,
2740,醉生梦死,80,4,100,1,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之昏睡概率+5%,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">梨园美景今何在，花魁从中舞袖间，九天玄女戏五音，醉生梦死莫不返。</FONT></P>",pic_skill_hjl_20,,,Level>=60;Metier=2;NeedSP 4 54;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
2741,醉生梦死,80,4,100,2,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之昏睡概率+10%,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">梨园美景今何在，花魁从中舞袖间，九天玄女戏五音，醉生梦死莫不返。</FONT></P>",pic_skill_hjl_20,,,Level>=65;Metier=2;NeedSP 4 54;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
2742,醉生梦死,80,4,100,3,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之昏睡概率+15%,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">梨园美景今何在，花魁从中舞袖间，九天玄女戏五音，醉生梦死莫不返。</FONT></P>",pic_skill_hjl_20,,,Level>=70;Metier=2;NeedSP 4 54;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,
2743,醉生梦死,80,4,100,4,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之昏睡概率+20%,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">梨园美景今何在，花魁从中舞袖间，九天玄女戏五音，醉生梦死莫不返。</FONT></P>",pic_skill_hjl_20,,,Level>=75;Metier=2;NeedSP 4 54;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
2744,醉生梦死,80,4,100,5,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之昏睡概率+25%,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">梨园美景今何在，花魁从中舞袖间，九天玄女戏五音，醉生梦死莫不返。</FONT></P>",pic_skill_hjl_20,,,Level>=80;Metier=2;NeedSP 4 54;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,
2745,天音九玄,81,4,100,1,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之范围最大目标个数+1,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">鼓瑟吹笙意萧索，犹似天籁落红尘，九天玄外击罄鸣，三十三天永流转。</FONT></P>",pic_skill_hjl_21,,,Level>=70;Metier=2;NeedSP 4 64;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,天音九玄,81,4,100,2,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之范围最大目标个数+2,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">鼓瑟吹笙意萧索，犹似天籁落红尘，九天玄外击罄鸣，三十三天永流转。</FONT></P>",pic_skill_hjl_21,,,Level>=75;Metier=2;NeedSP 4 64;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,天音九玄,81,4,100,3,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之范围最大目标个数+3,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">鼓瑟吹笙意萧索，犹似天籁落红尘，九天玄外击罄鸣，三十三天永流转。</FONT></P>",pic_skill_hjl_21,,,Level>=80;Metier=2;NeedSP 4 64;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,天音九玄,81,4,100,4,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之范围最大目标个数+4,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">鼓瑟吹笙意萧索，犹似天籁落红尘，九天玄外击罄鸣，三十三天永流转。</FONT></P>",pic_skill_hjl_21,,,Level>=85;Metier=2;NeedSP 4 64;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,天音九玄,81,4,100,5,5,0,Metier=2;MetierLev>=1;Level>=1,,强化飞琼戏五音，使之范围最大目标个数+5,"<P><FONT color=""#88aadd"">作用目标：飞琼戏五音</FONT></P><P><FONT color=""#88aadd"">鼓瑟吹笙意萧索，犹似天籁落红尘，九天玄外击罄鸣，三十三天永流转。</FONT></P>",pic_skill_hjl_21,,,Level>=90;Metier=2;NeedSP 4 64;Need 2705;,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,轩月斩,91,5,0,1,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害30，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,16,WeaponEquiped=1;WeaponType&16,Level>=1;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+75;DamageMin+40;AttackRate+18,,,,,,,,,,,,,,96;97;98,,,,,
2901,轩月斩,91,5,0,2,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害47，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,23,WeaponEquiped=1;WeaponType&16,Level>=5;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+122;DamageMin+65;AttackRate+28,,,,,,,,,,,,,,96;97;98,,,,,
2902,轩月斩,91,5,0,3,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害75，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,31,WeaponEquiped=1;WeaponType&16,Level>=10;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+196;DamageMin+105;AttackRate+38,,,,,,,,,,,,,,96;97;98,,,,,
2903,轩月斩,91,5,0,4,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害102，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,40,WeaponEquiped=1;WeaponType&16,Level>=15;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+265;DamageMin+142;AttackRate+48,,,,,,,,,,,,,,96;97;98,,,,,
2904,轩月斩,91,5,0,5,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害140，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,48,WeaponEquiped=1;WeaponType&16,Level>=20;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+360;DamageMin+193;AttackRate+58,,,,,,,,,,,,,,96;97;98,,,,,
2905,轩月斩,91,5,0,6,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害170，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,56,WeaponEquiped=1;WeaponType&16,Level>=25;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+438;DamageMin+235;AttackRate+68,,,,,,,,,,,,,,96;97;98,,,,,
2906,轩月斩,91,5,0,7,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害215，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,65,WeaponEquiped=1;WeaponType&16,Level>=30;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+557;DamageMin+300;AttackRate+78,,,,,,,,,,,,,,96;97;98,,,,,
2907,轩月斩,91,5,0,8,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害250，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,73,WeaponEquiped=1;WeaponType&16,Level>=35;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+651;DamageMin+350;AttackRate+88,,,,,,,,,,,,,,96;97;98,,,,,
2908,轩月斩,91,5,0,9,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害325，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,81,WeaponEquiped=1;WeaponType&16,Level>=40;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+842;DamageMin+453;AttackRate+98,,,,,,,,,,,,,,96;97;98,,,,,
2909,轩月斩,91,5,0,10,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害370，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,90,WeaponEquiped=1;WeaponType&16,Level>=45;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+963;DamageMin+518;AttackRate+108,,,,,,,,,,,,,,96;97;98,,,,,
2910,轩月斩,91,5,0,11,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害445，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,98,WeaponEquiped=1;WeaponType&16,Level>=50;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+1158;DamageMin+623;AttackRate+118,,,,,,,,,,,,,,96;97;98,,,,,
2911,轩月斩,91,5,0,12,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害500，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,106,WeaponEquiped=1;WeaponType&16,Level>=55;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+1302;DamageMin+701;AttackRate+128,,,,,,,,,,,,,,96;97;98,,,,,
2912,轩月斩,91,5,0,13,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害560，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,115,WeaponEquiped=1;WeaponType&16,Level>=60;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+1452;DamageMin+781;AttackRate+138,,,,,,,,,,,,,,96;97;98,,,,,
2913,轩月斩,91,5,0,14,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害620，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,123,WeaponEquiped=1;WeaponType&16,Level>=65;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+1614;DamageMin+869;AttackRate+148,,,,,,,,,,,,,,96;97;98,,,,,
2914,轩月斩,91,5,0,15,15,0,Metier=2;MetierLev>=0;Level>=1,,物理伤害680，2次伤害,"<P><FONT color=""#88aadd"">作用目标：敌方单体</FONT></P><P><FONT color=""#88aadd"">以沉轩之势挥斩星月之光伤及敌人。</FONT></P>",pic_skill_hjh_01,131,WeaponEquiped=1;WeaponType&16,Level>=70;Metier=2;NeedSP 5 0;,1,,,11,0,65,2,1200,3000,skill_h0,,shit,,,,,,,,,,,,,11,0,,,1,1,0,,0,skill_hit22,Bone100,,,DamageMax+1782;DamageMin+959;AttackRate+158,,,,,,,,,,,,,,96;97;98,,,,,
