ID,合成类型,成品,名字,等级,技能等级,材料,材料数量,幸运石,说明,白色几率,绿色几率,蓝色几率,金色几率,失败几率,失败产品,强化概率,需求银币
4068,4,4690,火莲妙意圣心履  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4069,4,4730,火莲炁源苍生履  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4070,4,4770,火莲天吾合一靴  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4201,4,4417,毒蛇轻便紧身衣  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
4202,4,4457,毒蛇如雪袍  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
4203,4,4497,毒蛇七彩衣  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
4204,4,4537,毒蛇紫霓云裳  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4205,4,4577,毒蛇柔水天衣  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4206,4,4617,毒蛇苍泉衣  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4207,4,4657,毒蛇虹之缘衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4208,4,4697,毒蛇揽月短衣  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4209,4,4737,毒蛇哀之红尘短袍  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4210,4,4777,毒蛇虚雾短袍  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4221,4,4418,毒蛇轻便护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4222,4,4458,毒蛇如雪护手  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
4223,4,4498,毒蛇七彩护手  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
4224,4,4538,毒蛇紫霓护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4225,4,4578,毒蛇柔水护手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4226,4,4618,毒蛇苍泉护手  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4227,4,4658,毒蛇虹之缘护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4228,4,4698,毒蛇揽月护腕  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4229,4,4738,毒蛇哀之红尘护手  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4230,4,4778,毒蛇虚雾护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4241,4,4419,毒蛇轻便腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
4242,4,4459,毒蛇如雪丝带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
4243,4,4499,毒蛇七彩腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
4244,4,4539,毒蛇紫霓玉带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4245,4,4579,毒蛇柔水腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4246,4,4619,毒蛇苍泉腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4247,4,4659,毒蛇虹之缘腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4248,4,4699,毒蛇揽月腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4249,4,4739,毒蛇哀之红尘腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4250,4,4779,毒蛇虚雾腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4261,4,4420,毒蛇轻便绑腿  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4262,4,4460,毒蛇如雪绑腿  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
4263,4,4500,毒蛇七彩足衣  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
4264,4,4540,毒蛇紫霓鞋  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4265,4,4580,毒蛇柔水履  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4266,4,4620,毒蛇苍泉足衣  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4267,4,4660,毒蛇虹之缘足衣  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4268,4,4700,毒蛇揽月护腿  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4269,4,4740,毒蛇哀之红尘足衣  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4270,4,4780,毒蛇虚雾履  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4401,4,4427,铁壁青甲  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
4402,4,4467,铁壁暗霜  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
4403,4,4507,铁壁裂矢  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
4404,4,4547,铁壁磐岩  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4405,4,4587,铁壁御虎  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4406,4,4627,铁壁踏虚  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4407,4,4667,铁壁雪魄凛  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4408,4,4707,铁壁罡龙披靡  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4409,4,4747,铁壁赤神玄  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4410,4,4787,铁壁护法神武  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4421,4,4428,铁壁青甲护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4422,4,4468,铁壁暗霜护腕  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
4423,4,4508,铁壁裂矢手套  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
4424,4,4548,铁壁磐岩护手  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4425,4,4588,铁壁御虎手套  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4426,4,4628,铁壁踏虚护腕  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4427,4,4668,铁壁雪魄凛手甲  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4428,4,4708,铁壁罡龙披靡手套  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4429,4,4748,铁壁赤神玄护腕  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4430,4,4788,铁壁护法神武护手  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4441,4,4429,铁壁青甲腰带  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
4442,4,4469,铁壁暗霜腰带  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,40
4443,4,4509,铁壁裂矢腰带  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,120
4444,4,4549,铁壁磐岩腰带  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4445,4,4589,铁壁御虎腰带  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4446,4,4629,铁壁踏虚腰带  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4447,4,4669,铁壁雪魄凛腰带  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4448,4,4709,铁壁罡龙披靡腰带  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4449,4,4749,铁壁赤神玄腰带  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4450,4,4789,铁壁护法神武腰带  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,840
4461,4,4430,铁壁青甲靴  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4462,4,4470,铁壁暗霜靴  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,60
4463,4,4510,铁壁裂矢靴  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,180
4464,4,4550,铁壁磐岩靴  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4465,4,4590,铁壁御虎靴  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4466,4,4630,铁壁踏虚靴  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4467,4,4670,铁壁雪魄凛靴  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4468,4,4710,铁壁罡龙披靡靴  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4469,4,4750,铁壁赤神玄靴  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4470,4,4790,铁壁护法神武靴  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1260
4601,4,4437,兽灵清心短衣  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,50
4602,4,4477,兽灵迷离披风  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,100
4603,4,4517,兽灵古溯披肩  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,310
4604,4,4557,兽灵碧水青云  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4605,4,4597,兽灵魔音缠身  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4606,4,4637,兽灵妖丝之触  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4607,4,4677,兽灵返阴归虚  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4608,4,4717,兽灵紫焰袭  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4609,4,4757,兽灵黑暗凤鳞  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4610,4,4797,兽灵暗龙之瞳  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,2100
4621,4,4438,兽灵清心护手  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,30
4622,4,4478,兽灵迷离手套  需要铸甲术：2级,5,2,7202;7232;7602,6;6;6,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.47,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,70
4623,4,4518,兽灵古溯护腕  需要铸甲术：3级,10,3,7203;7233;7603,9;9;9,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.44,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,210
4624,4,4558,兽灵碧水青云护腕  需要铸甲术：4级,15,4,7204;7234;7604,12;12;12,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.41,0.12,0.09,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4625,4,4598,兽灵魔音缠手  需要铸甲术：5级,20,5,7205;7235;7605,15;15;15,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.38,0.12,0.08,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4626,4,4638,兽灵妖丝之触护手  需要铸甲术：6级,25,6,7206;7236;7606,18;18;18,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.35,0.12,0.07,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4627,4,4678,兽灵返阴归虚护手  需要铸甲术：7级,30,7,7207;7237;7607,21;21;21,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.32,0.12,0.06,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4628,4,4718,兽灵紫焰袭护手  需要铸甲术：8级,35,8,7208;7238;7608,24;24;24,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.29,0.12,0.05,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4629,4,4758,兽灵黑暗凤鳞手套  需要铸甲术：9级,40,9,7209;7239;7609,27;27;27,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.26,0.12,0.04,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4630,4,4798,兽灵暗龙之瞳护腕  需要铸甲术：10级,45,10,7210;7240;7610,30;30;30,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.23,0.12,0.02,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,1400
4641,4,4439,兽灵清心束腰  需要铸甲术：1级,1,1,7201;7231;7601,3;3;3,9002,幸运石为商城道具，使得制造出现强化等级的装备。,1,0.5,0.12,0.1,0.3,,0.5;0.8;0.95;0.99;0.995;0.998;1;1;1;1;1,20
